obs,icdcode,icdlabel,cc,addcc
3047,I69041,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting right dominant side,151,
3048,I69042,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left dominant side,151,
3049,I69043,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting right non-dominant side,151,
3050,I69044,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,151,
3051,I69049,Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting unspecified side,151,
3052,I69051,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side,150,
3053,I69052,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left dominant side,150,
3054,I69053,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right non-dominant side,150,
3055,I69054,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,150,
3056,I69059,Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting unspecified side,150,
3057,I69061,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right dominant side,151,
3058,I69062,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting left dominant side,151,
3059,I69063,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right non-dominant side,151,
3060,I69064,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting left non-dominant side,151,
3061,I69065,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage, bilateral",151,
3062,I69069,Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting unspecified side,151,
3063,I69131,Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting right dominant side,151,
3064,I69132,Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting left dominant side,151,
3065,I69133,Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting right non-dominant side,151,
3066,I69134,Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting left non-dominant side,151,
3067,I69139,Monoplegia of upper limb following nontraumatic intracerebral hemorrhage affecting unspecified side,151,
3068,I69141,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting right dominant side,151,
3069,I69142,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting left dominant side,151,
3070,I69143,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting right non-dominant side,151,
3071,I69144,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting left non-dominant side,151,
3072,I69149,Monoplegia of lower limb following nontraumatic intracerebral hemorrhage affecting unspecified side,151,
3073,I69151,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right dominant side,150,
3074,I69152,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left dominant side,150,
3075,I69153,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting right non-dominant side,150,
3076,I69154,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting left non-dominant side,150,
3077,I69159,Hemiplegia and hemiparesis following nontraumatic intracerebral hemorrhage affecting unspecified side,150,
3078,I69161,Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting right dominant side,151,
3079,I69162,Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting left dominant side,151,
3080,I69163,Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting right non-dominant side,151,
3081,I69164,Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting left non-dominant side,151,
3082,I69165,"Other paralytic syndrome following nontraumatic intracerebral hemorrhage, bilateral",151,
3083,I69169,Other paralytic syndrome following nontraumatic intracerebral hemorrhage affecting unspecified side,151,
3084,I69231,Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting right dominant side,151,
3085,I69232,Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting left dominant side,151,
3086,I69233,Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting right non-dominant side,151,
3087,I69234,Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting left non-dominant side,151,
3088,I69239,Monoplegia of upper limb following other nontraumatic intracranial hemorrhage affecting unspecified side,151,
3089,I69241,Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting right dominant side,151,
3090,I69242,Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting left dominant side,151,
3091,I69243,Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting right non-dominant side,151,
3092,I69244,Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting left non-dominant side,151,
3093,I69249,Monoplegia of lower limb following other nontraumatic intracranial hemorrhage affecting unspecified side,151,
3094,I69251,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right dominant side,150,
3095,I69252,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left dominant side,150,
3096,I69253,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right non-dominant side,150,
3097,I69254,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting left non-dominant side,150,
3098,I69259,Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting unspecified side,150,
3099,I69261,Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting right dominant side,151,
3100,I69262,Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting left dominant side,151,
3101,I69263,Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting right non-dominant side,151,
3102,I69264,Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting left non-dominant side,151,
3103,I69265,"Other paralytic syndrome following other nontraumatic intracranial hemorrhage, bilateral",151,
3104,I69269,Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting unspecified side,151,
3105,I69331,Monoplegia of upper limb following cerebral infarction affecting right dominant side,151,
3106,I69332,Monoplegia of upper limb following cerebral infarction affecting left dominant side,151,
3107,I69333,Monoplegia of upper limb following cerebral infarction affecting right non-dominant side,151,
3108,I69334,Monoplegia of upper limb following cerebral infarction affecting left non-dominant side,151,
3109,I69339,Monoplegia of upper limb following cerebral infarction affecting unspecified side,151,
3110,I69341,Monoplegia of lower limb following cerebral infarction affecting right dominant side,151,
3111,I69342,Monoplegia of lower limb following cerebral infarction affecting left dominant side,151,
3112,I69343,Monoplegia of lower limb following cerebral infarction affecting right non-dominant side,151,
3113,I69344,Monoplegia of lower limb following cerebral infarction affecting left non-dominant side,151,
3114,I69349,Monoplegia of lower limb following cerebral infarction affecting unspecified side,151,
3115,I69351,Hemiplegia and hemiparesis following cerebral infarction affecting right dominant side,150,
3116,I69352,Hemiplegia and hemiparesis following cerebral infarction affecting left dominant side,150,
3117,I69353,Hemiplegia and hemiparesis following cerebral infarction affecting right non-dominant side,150,
3118,I69354,Hemiplegia and hemiparesis following cerebral infarction affecting left non-dominant side,150,
3119,I69359,Hemiplegia and hemiparesis following cerebral infarction affecting unspecified side,150,
3120,I69361,Other paralytic syndrome following cerebral infarction affecting right dominant side,151,
3121,I69362,Other paralytic syndrome following cerebral infarction affecting left dominant side,151,
3122,I69363,Other paralytic syndrome following cerebral infarction affecting right non-dominant side,151,
3123,I69364,Other paralytic syndrome following cerebral infarction affecting left non-dominant side,151,
3124,I69365,"Other paralytic syndrome following cerebral infarction, bilateral",151,
3125,I69369,Other paralytic syndrome following cerebral infarction affecting unspecified side,151,
3126,I69831,Monoplegia of upper limb following other cerebrovascular disease affecting right dominant side,151,
3127,I69832,Monoplegia of upper limb following other cerebrovascular disease affecting left dominant side,151,
3128,I69833,Monoplegia of upper limb following other cerebrovascular disease affecting right non-dominant side,151,
3129,I69834,Monoplegia of upper limb following other cerebrovascular disease affecting left non-dominant side,151,
3130,I69839,Monoplegia of upper limb following other cerebrovascular disease affecting unspecified side,151,
3131,I69841,Monoplegia of lower limb following other cerebrovascular disease affecting right dominant side,151,
3132,I69842,Monoplegia of lower limb following other cerebrovascular disease affecting left dominant side,151,
3133,I69843,Monoplegia of lower limb following other cerebrovascular disease affecting right non-dominant side,151,
3134,I69844,Monoplegia of lower limb following other cerebrovascular disease affecting left non-dominant side,151,
3135,I69849,Monoplegia of lower limb following other cerebrovascular disease affecting unspecified side,151,
3136,I69851,Hemiplegia and hemiparesis following other cerebrovascular disease affecting right dominant side,150,
3137,I69852,Hemiplegia and hemiparesis following other cerebrovascular disease affecting left dominant side,150,
3138,I69853,Hemiplegia and hemiparesis following other cerebrovascular disease affecting right non-dominant side,150,
3139,I69854,Hemiplegia and hemiparesis following other cerebrovascular disease affecting left non-dominant side,150,
3140,I69859,Hemiplegia and hemiparesis following other cerebrovascular disease affecting unspecified side,150,
3141,I69861,Other paralytic syndrome following other cerebrovascular disease affecting right dominant side,151,
3142,I69862,Other paralytic syndrome following other cerebrovascular disease affecting left dominant side,151,
3143,I69863,Other paralytic syndrome following other cerebrovascular disease affecting right non-dominant side,151,
3144,I69864,Other paralytic syndrome following other cerebrovascular disease affecting left non-dominant side,151,
3145,I69865,"Other paralytic syndrome following other cerebrovascular disease, bilateral",151,
3146,I69869,Other paralytic syndrome following other cerebrovascular disease affecting unspecified side,151,
3147,I69931,Monoplegia of upper limb following unspecified cerebrovascular disease affecting right dominant side,151,
3148,I69932,Monoplegia of upper limb following unspecified cerebrovascular disease affecting left dominant side,151,
3149,I69933,Monoplegia of upper limb following unspecified cerebrovascular disease affecting right non-dominant side,151,
3150,I69934,Monoplegia of upper limb following unspecified cerebrovascular disease affecting left non-dominant side,151,
3151,I69939,Monoplegia of upper limb following unspecified cerebrovascular disease affecting unspecified side,151,
3152,I69941,Monoplegia of lower limb following unspecified cerebrovascular disease affecting right dominant side,151,
3153,I69942,Monoplegia of lower limb following unspecified cerebrovascular disease affecting left dominant side,151,
3154,I69943,Monoplegia of lower limb following unspecified cerebrovascular disease affecting right non-dominant side,151,
3155,I69944,Monoplegia of lower limb following unspecified cerebrovascular disease affecting left non-dominant side,151,
3156,I69949,Monoplegia of lower limb following unspecified cerebrovascular disease affecting unspecified side,151,
3157,I69951,Hemiplegia and hemiparesis following unspecified cerebrovascular disease affecting right dominant side,150,
